id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
2002.04622,Neige Frankel,"Neige Frankel, Jason Sanders, Yuan-Sen Ting, Hans-Walter Rix","Keeping it Cool: Much Orbit Migration, yet Little Heating, in the
  Galactic Disk","Submitted to ApJ, comments are welcome",,10.3847/1538-4357/ab910c,,astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  A star in the Milky Way's disk can now be at a Galactocentric radius quite
distant from its birth radius for two reasons: either its orbit has become
eccentric through radial heating, which increases its radial action $J_R$
(`blurring'); or merely its angular momentum $L_z$ has changed and thereby its
guiding radius (`churning'). We know that radial orbit migration is strong in
the Galactic low-$\alpha$ disk and set out to quantify the relative importance
of these two effects, by devising and applying a parameterized model for the
distribution $p(L_z, J_R, \tau, \mathrm[Fe/H])$ in the stellar disk. This model
describes the orbit evolution for stars of age $\tau$ and metallicity [Fe/H],
presuming coeval stars were initially born on (near-)circular orbits, and with
a unique [Fe/H] at a given birth angular momentum and age. We fit this model to
APOGEE red clump stars, accounting for the complex selection function of the
survey. The best fit model implies changes of angular momentum of
$\sqrt{\langle \Delta L_z \rangle^2} \approx 619\,
\mathrm{kpc~km/s~}(\tau/\mathrm{6~Gyr})^{0.5}$, and changes of radial action as
$\sqrt{\langle \Delta J_R \rangle^2} \approx 63\, \mathrm{kpc~km/s~}
(\tau/\mathrm{6~Gyr})^{0.6}$ at 8 kpc. This suggests that the secular orbit
evolution of the disk is dominated by diffusion in angular momentum, with
radial heating being an order of magnitude lower.
","[{'version': 'v1', 'created': 'Tue, 11 Feb 2020 19:00:12 GMT'}]",2020-06-17,"[['Frankel', 'Neige', ''], ['Sanders', 'Jason', ''], ['Ting', 'Yuan-Sen', ''], ['Rix', 'Hans-Walter', '']]"
2002.07852,Lachlan Lancaster,"Lachlan Lancaster, Jenny Greene, Yuan-Sen Ting, Sergey E. Koposov,
  Benjamin J. S. Pope, and Rachael L. Beaton","A Mystery in Chamaeleon: Serendipitous Discovery of a Galactic Symbiotic
  Nova","Submitted to AJ, 19 pages, 9 figure",,10.3847/1538-3881/aba435,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present the serendipitous discovery of a low luminosity nova occurring in
a symbiotic binary star system in the Milky Way. We lay out the extensive
archival data alongside new follow-up observations related to the stellar
object V$^*$ CN Cha in the constellation of Chamaeleon. The object had long
period ($\sim\! 250\,$day), high amplitude ($\sim\! 3\,$mag) optical
variability in its recent past, preceding an increase in optical brightness by
$\sim\! 8\,$magnitudes and a persistence at this luminosity for about 3 years,
followed by a period of $\sim\! 1.4\,{\rm mag}\,{\rm yr}^{-1}$ dimming. The
object's current optical luminosity seems to be dominated by H$\alpha$
emission, which also exhibits blue-shifted absorption (a P-Cygni-like profile).
After consideration of a number of theories to explain these myriad
observations, we determine that V$^*$ CN Cha is most likely a symbiotic (an
evolved star-white dwarf binary) system which has undergone a long-duration,
low luminosity, nova. Interpreted in this way, the outburst in V$^*$ CN Cha is
among the lowest luminosity novae ever observed.
","[{'version': 'v1', 'created': 'Tue, 18 Feb 2020 19:52:42 GMT'}]",2020-09-02,"[['Lancaster', 'Lachlan', ''], ['Greene', 'Jenny', ''], ['Ting', 'Yuan-Sen', ''], ['Koposov', 'Sergey E.', ''], ['Pope', 'Benjamin J. S.', ''], ['Beaton', 'Rachael L.', '']]"
2004.11384,Ana Bonaca,"Ana Bonaca, Charlie Conroy, Phillip A. Cargile, Rohan P. Naidu,
  Benjamin D. Johnson, Dennis Zaritsky, Yuan-Sen Ting, Nelson Caldwell, Jiwon
  Jesse Han, Pieter van Dokkum",Timing the Early Assembly of the Milky Way with the H3 Survey,submitted to AAS Journals,,10.3847/2041-8213/ab9caa,,astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The archaeological record of stars in the Milky Way opens a uniquely detailed
window into the early formation and assembly of galaxies. Here we use 11,000
main-sequence turn-off stars with well-measured ages, [Fe/H], [$\alpha$/Fe],
and orbits from the H3 Survey and Gaia to time the major events in the early
Galaxy. Located beyond the Galactic plane, $1\lesssim |Z|/\rm kpc \lesssim4$,
this sample contains three chemically distinct groups: a low metallicity
population, and low-$\alpha$ and high-$\alpha$ groups at higher metallicity.
The age and orbit distributions of these populations show that: 1) the
high-$\alpha$ group, which includes both disk stars and the in-situ halo, has a
star-formation history independent of eccentricity that abruptly truncated
$8.3\pm0.1$ Gyr ago ($z\simeq1$); 2) the low metallicity population, which we
identify as the accreted stellar halo, is on eccentric orbits and its star
formation truncated $10.2.^{+0.2}_{-0.1}$ Gyr ago ($z\simeq2$); 3) the
low-$\alpha$ population is primarily on low eccentricity orbits and the bulk of
its stars formed less than 8 Gyr ago. These results suggest a scenario in which
the Milky Way accreted a satellite galaxy at $z\approx2$ that merged with the
early disk by $z\approx1$. This merger truncated star formation in the early
high-$\alpha$ disk and perturbed a fraction of that disk onto halo-like orbits.
The merger enabled the formation of a chemically distinct, low-$\alpha$ disk at
$z\lesssim1$. The lack of any stars on halo-like orbits at younger ages
indicates that this event was the last significant disturbance to the Milky Way
disk.
","[{'version': 'v1', 'created': 'Thu, 23 Apr 2020 18:00:02 GMT'}]",2020-07-15,"[['Bonaca', 'Ana', ''], ['Conroy', 'Charlie', ''], ['Cargile', 'Phillip A.', ''], ['Naidu', 'Rohan P.', ''], ['Johnson', 'Benjamin D.', ''], ['Zaritsky', 'Dennis', ''], ['Ting', 'Yuan-Sen', ''], ['Caldwell', 'Nelson', ''], ['Han', 'Jiwon Jesse', ''], ['van Dokkum', 'Pieter', '']]"
2005.06488,David Nataf,"David M. Nataf, Shunsaku Horiuchi, Guglielmo Costa, Rosemary F. G.
  Wyse, Yuan-Sen Ting, Roland Crocker, Christoph Federrath, Yang Chen","The Predicted Properties of Helium-Enriched Globular Cluster Progenitors
  at High Redshift","Accepted for publication in MNRAS on 13 May, 2020 Replaced to update
  some bibliographic information","Monthly Notices of the Royal Astronomical Society, Volume 496,
  Issue 3, pp.3222-3234, 2020",10.1093/mnras/staa1351,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Globular cluster progenitors may have been detected by \textit{HST}, and are
predicted to be observable with \textit{JWST} and ground-based extremely-large
telescopes with adaptive optics. This has the potential to elucidate the issue
of globular cluster formation and the origins of significantly helium-enriched
subpopulations, a problem in Galactic astronomy with no satisfactory
theoretical solution. Given this context, we use model stellar tracks and
isochrones to investigate the predicted observational properties of
helium-enriched stellar populations in globular cluster progenitors. We find
that, relative to helium-normal populations, helium-enriched
(${\Delta}Y=+0.12$) stellar populations similar to those inferred in the most
massive globular clusters, are expected, modulo some rapid fluctuations in the
first $\sim$30 Myr, to be brighter and redder in the rest frame. At fixed age,
stellar mass, and metallicity, a helium-enriched population is predicted to
converge to being $\sim$0.40 mag brighter at $\lambda \approx 2.0\, {\mu}m$,
and to be 0.30 mag redder in the \textit{JWST}-NIRCam colour $(F070W-F200W)$,
and to actually be fainter for $\lambda \lesssim 0.50 \, {\mu}m$. Separately,
we find that the time-integrated shift in ionizing radiation is a negligible
$\sim 5\%$, though we show that the Lyman-$\alpha$ escape fraction could end up
higher for helium-enriched stars.
","[{'version': 'v1', 'created': 'Wed, 13 May 2020 18:00:09 GMT'}, {'version': 'v2', 'created': 'Mon, 17 Aug 2020 19:11:18 GMT'}]",2020-08-19,"[['Nataf', 'David M.', ''], ['Horiuchi', 'Shunsaku', ''], ['Costa', 'Guglielmo', ''], ['Wyse', 'Rosemary F. G.', ''], ['Ting', 'Yuan-Sen', ''], ['Crocker', 'Roland', ''], ['Federrath', 'Christoph', ''], ['Chen', 'Yang', '']]"
2006.02106,Sarah Martell,"Sarah Martell, Jeffrey Simpson, Adithya Balasubramaniam, Sven Buder,
  Sanjib Sharma, Marc Hon, Dennis Stello, Yuan-Sen Ting, Martin Asplund, Joss
  Bland-Hawthorn, Gayandhi De Silva, Ken Freeman, Michael Hayden, Janez Kos,
  Geraint Lewis, Karin Lind, Daniel Zucker, Tomaz Zwitter, Simon Campbell,
  Klemen Cotar, Jonathan Horner, Benjamin Montet, and Rob Wittenmyer",The GALAH survey: A census of lithium-rich giant stars,"17 pages, 12 figures, MNRAS accepted",,10.1093/mnras/stab1356,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We investigate the properties of 1262 red giant stars with high photospheric
abundances of lithium observed by the GALAH and \Ktwo-HERMES surveys, and
discuss them in the context of proposed mechanisms for lithium enrichment and
re-depletion in giant stars. We confirm that Li-rich giants are rare, making up
only 1.2 per cent of our giant star sample. We use stellar parameters from the
third public data release from the GALAH survey and a Bayesian isochrone
analysis to divide the sample into first-ascent red giant branch and red clump
stars, and confirm these classifications using asteroseismic data from \Ktwo.
We find that red clump stars are 2.5 times as likely to be lithium-rich as red
giant branch stars, in agreement with other recent work. The probability for a
star to be lithium-rich is affected by a number of factors, though the
causality in those correlations is not entirely clear. We show for the first
time that primary and secondary red clump stars have distinctly different
lithium enrichment patterns. The data set discussed here is large and
heterogeneous in terms of evolutionary phase, metallicity, rotation rate and
mass. We expect that if the various mechanisms that have been proposed for
lithium enrichment in evolved stars are in fact active, they should all
contribute to this sample of lithium-rich giants at some level.
","[{'version': 'v1', 'created': 'Wed, 3 Jun 2020 08:54:15 GMT'}, {'version': 'v2', 'created': 'Mon, 10 May 2021 09:48:07 GMT'}]",2021-05-26,"[['Martell', 'Sarah', ''], ['Simpson', 'Jeffrey', ''], ['Balasubramaniam', 'Adithya', ''], ['Buder', 'Sven', ''], ['Sharma', 'Sanjib', ''], ['Hon', 'Marc', ''], ['Stello', 'Dennis', ''], ['Ting', 'Yuan-Sen', ''], ['Asplund', 'Martin', ''], ['Bland-Hawthorn', 'Joss', ''], ['De Silva', 'Gayandhi', ''], ['Freeman', 'Ken', ''], ['Hayden', 'Michael', ''], ['Kos', 'Janez', ''], ['Lewis', 'Geraint', ''], ['Lind', 'Karin', ''], ['Zucker', 'Daniel', ''], ['Zwitter', 'Tomaz', ''], ['Campbell', 'Simon', ''], ['Cotar', 'Klemen', ''], ['Horner', 'Jonathan', ''], ['Montet', 'Benjamin', ''], ['Wittenmyer', 'Rob', '']]"
2006.03329,Maosheng Xiang,"Maosheng Xiang (MPIA), Hans-Walter Rix, Yuan-Sen Ting, Hans-G\""unter
  Ludwig, Johanna Coronado, Meng Zhang, Hua-Wei Zhang, Sven Buder, Piero Dal
  Tio","Chemically peculiar A and F stars with enhanced s-process and iron-peak
  elements: stellar radiative acceleration at work","21 pages, 17 figures, accepted for publication in ApJ",,10.3847/1538-4357/ab99a5,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present $\gtrsim 15,000$ metal-rich (${\rm [Fe/H]}>-0.2$dex) A and F stars
whose surface abundances deviate strongly from Solar abundance ratios and
cannot plausibly reflect their birth material composition. These stars are
identified by their high [Ba/Fe] abundance ratios (${\rm [Ba/Fe]}>1.0$dex) in
the LAMOST DR5 spectra analyzed by Xiang et al. (2019). They are almost
exclusively main sequence and subgiant stars with $T_{\rm eff}\gtrsim6300$K.
Their distribution in the Kiel diagram ($T_{\rm eff}$--$\log g$) traces a sharp
border at low temperatures along a roughly fixed-mass trajectory (around
$1.4M_\odot)$ that corresponds to an upper limit in convective envelope mass
fraction of around $10^{-4}$. Most of these stars exhibit distinctly enhanced
abundances of iron-peak elements (Cr, Mn, Fe, Ni) but depleted abundances of Mg
and Ca. Rotational velocity measurements from GALAH DR2 show that the majority
of these stars rotate slower than typical stars in an equivalent temperature
range. These characteristics suggest that they are related to the so-called
Am/Fm stars. Their abundance patterns are qualitatively consistent with the
predictions of stellar evolution models that incorporate radiative
acceleration, suggesting they are a consequence of stellar internal evolution
particularly involving the competition between gravitational settling and
radiative acceleration. These peculiar stars constitute 40% of the whole
population of stars with mass above 1.5$M_\odot$, affirming that ""peculiar""
photospheric abundances due to stellar evolution effects are a ubiquitous
phenomenon for these intermediate-mass stars. This large sample of Ba-enhanced
chemically peculiar A/F stars with individual element abundances provides the
statistics to test more stringently the mechanisms that alter the surface
abundances in stars with radiative envelopes.
","[{'version': 'v1', 'created': 'Fri, 5 Jun 2020 09:26:04 GMT'}]",2020-07-29,"[['Xiang', 'Maosheng', '', 'MPIA'], ['Rix', 'Hans-Walter', ''], ['Ting', 'Yuan-Sen', ''], ['Ludwig', 'Hans-Günter', ''], ['Coronado', 'Johanna', ''], ['Zhang', 'Meng', ''], ['Zhang', 'Hua-Wei', ''], ['Buder', 'Sven', ''], ['Tio', 'Piero Dal', '']]"
2006.05173,Xudong Gao,"Xudong Gao, Karin Lind, Anish M. Amarsi, Sven Buder, Joss
  Bland-Hawthorn, Simon W. Campbell, Martin Asplund, Andrew R. Casey, Gayandhi
  M. De Silva, Ken C. Freeman, Michael R. Hayden, Geraint F. Lewis, Sarah L.
  Martell, Jeffrey D. Simpson, Sanjib Sharma, Daniel B. Zucker, Toma\v{z}
  Zwitter, Jonathan Horner, Ulisse Munari, Thomas Nordlander, Dennis Stello,
  Yuan-Sen Ting, Gregor Traven, Robert A. Wittenmyer and the GALAH
  collaboration","The GALAH Survey: A new constraint on cosmological lithium and Galactic
  lithium evolution from warm dwarf stars","5 pages, 2 figures, Accepted for publication by MNRAS",,10.1093/mnrasl/slaa109,,astro-ph.SR astro-ph.CO astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Lithium depletion and enrichment in the cosmos is not yet well understood. To
help tighten constraints on stellar and Galactic evolution models, we present
the largest high-resolution analysis of Li abundances A(Li) to date, with
results for over 100 000 GALAH field stars spanning effective temperatures
$5900\,\mathrm{K} \lesssim \rm{T_{eff}} \lesssim7000\,\mathrm{K}$ and
metallicities $-3 \lesssim \rm[Fe/H] \lesssim +0.5$. We separated these stars
into two groups, on the warm and cool side of the so-called Li-dip, a localised
region of the Kiel diagram wherein lithium is severely depleted. We discovered
that stars in these two groups show similar trends in the A(Li)-[Fe/H] plane,
but with a roughly constant offset in A(Li) of 0.4 dex, the warm group having
higher Li abundances. At $\rm[Fe/H]\gtrsim-0.5$, a significant increasing in Li
abundance with increasing metallicity is evident in both groups, signalling the
onset of significant Galactic production. At lower metallicity, stars in the
cool group sit on the Spite plateau, showing a reduced lithium of around 0.4
dex relative to the primordial value predicted from Big Bang nucleosynthesis
(BBN). However, stars in the warm group between [Fe/H] = -1.0 and -0.5, form an
elevated plateau that is largely consistent with the BBN prediction. This may
indicate that these stars in fact preserve the primordial Li produced in the
early Universe.
","[{'version': 'v1', 'created': 'Tue, 9 Jun 2020 10:40:42 GMT'}]",2020-06-17,"[['Gao', 'Xudong', ''], ['Lind', 'Karin', ''], ['Amarsi', 'Anish M.', ''], ['Buder', 'Sven', ''], ['Bland-Hawthorn', 'Joss', ''], ['Campbell', 'Simon W.', ''], ['Asplund', 'Martin', ''], ['Casey', 'Andrew R.', ''], ['De Silva', 'Gayandhi M.', ''], ['Freeman', 'Ken C.', ''], ['Hayden', 'Michael R.', ''], ['Lewis', 'Geraint F.', ''], ['Martell', 'Sarah L.', ''], ['Simpson', 'Jeffrey D.', ''], ['Sharma', 'Sanjib', ''], ['Zucker', 'Daniel B.', ''], ['Zwitter', 'Tomaž', ''], ['Horner', 'Jonathan', ''], ['Munari', 'Ulisse', ''], ['Nordlander', 'Thomas', ''], ['Stello', 'Dennis', ''], ['Ting', 'Yuan-Sen', ''], ['Traven', 'Gregor', ''], ['Wittenmyer', 'Robert A.', ''], ['collaboration', 'the GALAH', '']]"
2006.08561,Sihao Cheng,"Sihao Cheng, Yuan-Sen Ting, Brice M\'enard, Joan Bruna",A new approach to observational cosmology using the scattering transform,"13 pages, 7 figures; accepted to MNRAS",,10.1093/mnras/staa3165,,astro-ph.CO astro-ph.IM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Parameter estimation with non-Gaussian stochastic fields is a common
challenge in astrophysics and cosmology. In this paper, we advocate performing
this task using the scattering transform, a statistical tool sharing ideas with
convolutional neural networks (CNNs) but requiring no training nor tuning. It
generates a compact set of coefficients, which can be used as robust summary
statistics for non-Gaussian information. It is especially suited for fields
presenting localized structures and hierarchical clustering, such as the
cosmological density field.
  To demonstrate its power, we apply this estimator to a cosmological parameter
inference problem in the context of weak lensing. On simulated convergence maps
with realistic noise, the scattering transform outperforms classic estimators
and is on a par with state-of-the-art CNN. It retains the advantages of
traditional statistical descriptors, has provable stability properties, allows
to check for systematics, and importantly, the scattering coefficients are
interpretable. It is a powerful and attractive estimator for observational
cosmology and the study of physical fields in general.
","[{'version': 'v1', 'created': 'Mon, 15 Jun 2020 17:28:05 GMT'}, {'version': 'v2', 'created': 'Mon, 12 Oct 2020 21:34:08 GMT'}]",2020-10-21,"[['Cheng', 'Sihao', ''], ['Ting', 'Yuan-Sen', ''], ['Ménard', 'Brice', ''], ['Bruna', 'Joan', '']]"
2006.08625,Rohan Naidu,"Rohan P. Naidu, Charlie Conroy, Ana Bonaca, Benjamin D. Johnson,
  Yuan-Sen Ting, Nelson Caldwell, Dennis Zaritsky, Phillip A. Cargile","Evidence from the H3 Survey that the Stellar Halo is Entirely Comprised
  of Substructure","Submitted to ApJ. Key results in Figures 18-21. Summary of individual
  structures in Sec. 3.3 and Table 1. Comments very welcome!",,10.3847/1538-4357/abaef4,,astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  In the $\Lambda$CDM paradigm the Galactic stellar halo is predicted to harbor
the accreted debris of smaller systems. To identify these systems, the H3
Spectroscopic Survey, combined with $Gaia$, is gathering 6D phase-space and
chemical information in the distant Galaxy. Here we present a comprehensive
inventory of structure within 50 kpc from the Galactic center using a sample of
5684 giants at $|b|>40^{\circ}$ and $|Z|>2$ kpc. We identify known structures
including the high-$\alpha$ disk, the in-situ halo (disk stars heated to
eccentric orbits), Sagittarius (Sgr), $Gaia$-Sausage-Enceladus (GSE), the Helmi
Streams, Sequoia, and Thamnos. Additionally, we identify the following new
structures: (i) Aleph ([Fe/H]$=-0.5$), a low eccentricity structure that rises
a surprising 10 kpc off the plane, (ii, iii) Arjuna ([Fe/H]$=-1.2$) and I'itoi
([Fe/H]$<-2$), which comprise the high-energy retrograde halo along with
Sequoia, and (iv) Wukong ([Fe/H]$=-1.6$), a prograde phase-space overdensity
chemically distinct from GSE. For each structure we provide [Fe/H],
[$\alpha$/Fe], and orbital parameters. Stars born within the Galaxy are a major
component at $|Z|\sim$2 kpc ($\approx$60$\%$), but their relative fraction
declines sharply to $\lesssim$5$\%$ past 15 kpc. Beyond 15 kpc, $>$80$\%$ of
the halo is built by two massive ($M_{\star}\sim10^{8}-10^{9}M_{\odot}$)
accreted dwarfs: GSE ([Fe/H]$=-1.2$) within 25 kpc, and Sgr ([Fe/H]$=-1.0$)
beyond 25 kpc. This explains the relatively high overall metallicity of the
halo ([Fe/H]$\approx-1.2$). We attribute $\gtrsim$95$\%$ of the sample to one
of the listed structures, pointing to a halo built entirely from accreted
dwarfs and heating of the disk.
","[{'version': 'v1', 'created': 'Mon, 15 Jun 2020 18:00:01 GMT'}]",2020-09-30,"[['Naidu', 'Rohan P.', ''], ['Conroy', 'Charlie', ''], ['Bonaca', 'Ana', ''], ['Johnson', 'Benjamin D.', ''], ['Ting', 'Yuan-Sen', ''], ['Caldwell', 'Nelson', ''], ['Zaritsky', 'Dennis', ''], ['Cargile', 'Phillip A.', '']]"
2006.08640,Nathan Sandford,"Nathan R. Sandford, Daniel R. Weisz, Yuan-Sen Ting","Forecasting Chemical Abundance Precision for Extragalactic Stellar
  Archaeology","60 pages, 24 figures, accepted for publication in ApJS",,10.3847/1538-4365/ab9cb0,,astro-ph.SR astro-ph.GA astro-ph.IM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Increasingly powerful and multiplexed spectroscopic facilities promise
detailed chemical abundance patterns for millions of resolved stars in galaxies
beyond the Milky Way (MW). Here, we employ the Cram\'er-Rao Lower Bound (CRLB)
to forecast the precision to which stellar abundances for metal-poor, low-mass
stars outside the MW can be measured for 41 current (e.g., Keck, MMT, VLT,
DESI) and planned (e.g., MSE, JWST, ELTs) spectrograph configurations. We show
that moderate resolution ($R\lesssim5000$) spectroscopy at blue-optical
wavelengths ($\lambda\lesssim4500$ \AA) (i) enables the recovery of 2-4 times
as many elements as red-optical spectroscopy
($5000\lesssim\lambda\lesssim10000$ \AA) at similar or higher resolutions
($R\sim 10000$) and (ii) can constrain the abundances of several neutron
capture elements to $\lesssim$0.3 dex. We further show that high-resolution
($R\gtrsim 20000$), low S/N ($\sim$10 pixel$^{-1}$) spectra contain rich
abundance information when modeled with full spectral fitting techniques. We
demonstrate that JWST/NIRSpec and ELTs can recover (i) $\sim$10 and 30
elements, respectively, for metal-poor red giants throughout the Local Group
and (ii) [Fe/H] and [$\alpha$/Fe] for resolved stars in galaxies out to several
Mpc with modest integration times. We show that select literature abundances
are within a factor of $\sim$2 (or better) of our CRLBs. We suggest that, like
ETCs, CRLBs should be used when planning stellar spectroscopic observations. We
include an open source python package, \texttt{Chem-I-Calc}, that allows users
to compute CRLBs for spectrographs of their choosing.
","[{'version': 'v1', 'created': 'Mon, 15 Jun 2020 18:00:08 GMT'}]",2020-08-05,"[['Sandford', 'Nathan R.', ''], ['Weisz', 'Daniel R.', ''], ['Ting', 'Yuan-Sen', '']]"
2007.03109,Yuan-Sen Ting Dr.,"Teaghan O'Briain, Yuan-Sen Ting, S\'ebastien Fabbro, Kwang M. Yi, Kim
  Venn, Spencer Bialek","Cycle-StarNet: Bridging the gap between theory and data by leveraging
  large datasets","23 pages, 15 figures, 2 tables, accepted for publication on Nov 12,
  2020, Nov 12. A companion 4-page preview is accepted to the ICML 2020 Machine
  Learning Interpretability for Scientific Discovery workshop. The code used in
  this study is made publicly available on github:
  https://github.com/teaghan/Cycle_SN","2021, ApJ, 906, 130",10.3847/1538-4357/abca96,,astro-ph.SR astro-ph.GA astro-ph.IM physics.data-an stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The advancements in stellar spectroscopy data acquisition have made it
necessary to accomplish similar improvements in efficient data analysis
techniques. Current automated methods for analyzing spectra are either (a)
data-driven, which requires prior knowledge of stellar parameters and elemental
abundances, or (b) based on theoretical synthetic models that are susceptible
to the gap between theory and practice. In this study, we present a hybrid
generative domain adaptation method that turns simulated stellar spectra into
realistic spectra by applying unsupervised learning to large spectroscopic
surveys. We apply our technique to the APOGEE H-band spectra at R=22,500 and
the Kurucz synthetic models. As a proof of concept, two case studies are
presented. The first of which is the calibration of synthetic data to become
consistent with observations. To accomplish this, synthetic models are morphed
into spectra that resemble observations, thereby reducing the gap between
theory and observations. Fitting the observed spectra shows an improved average
reduced $\chi_R^2$ from 1.97 to 1.22, along with a reduced mean residual from
0.16 to -0.01 in normalized flux. The second case study is the identification
of the elemental source of missing spectral lines in the synthetic modelling. A
mock dataset is used to show that absorption lines can be recovered when they
are absent in one of the domains. This method can be applied to other fields,
which use large data sets and are currently limited by modelling accuracy. The
code used in this study is made publicly available on github.
","[{'version': 'v1', 'created': 'Mon, 6 Jul 2020 23:06:58 GMT'}, {'version': 'v2', 'created': 'Wed, 9 Sep 2020 22:56:32 GMT'}, {'version': 'v3', 'created': 'Sat, 14 Nov 2020 04:00:37 GMT'}]",2021-01-22,"[[""O'Briain"", 'Teaghan', ''], ['Ting', 'Yuan-Sen', ''], ['Fabbro', 'Sébastien', ''], ['Yi', 'Kwang M.', ''], ['Venn', 'Kim', ''], ['Bialek', 'Spencer', '']]"
2007.03112,Yuan-Sen Ting Dr.,"Teaghan O'Briain, Yuan-Sen Ting, S\'ebastien Fabbro, Kwang M. Yi, Kim
  Venn, Spencer Bialek",Interpreting Stellar Spectra with Unsupervised Domain Adaptation,"4 pages, 4 figure, accepted to the ICML 2020 Machine Learning
  Interpretability for Scientific Discovery workshop. A full 20-page version is
  submitted to ApJ. The code used in this study is made publicly available on
  github: https://github.com/teaghan/Cycle_SN",,,,astro-ph.SR astro-ph.GA stat.ML,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We discuss how to achieve mapping from large sets of imperfect simulations
and observational data with unsupervised domain adaptation. Under the
hypothesis that simulated and observed data distributions share a common
underlying representation, we show how it is possible to transfer between
simulated and observed domains. Driven by an application to interpret stellar
spectroscopic sky surveys, we construct the domain transfer pipeline from two
adversarial autoencoders on each domains with a disentangling latent space, and
a cycle-consistency constraint. We then construct a differentiable pipeline
from physical stellar parameters to realistic observed spectra, aided by a
supplementary generative surrogate physics emulator network. We further
exemplify the potential of the method on the reconstructed spectra quality and
to discover new spectral features associated to elemental abundances.
","[{'version': 'v1', 'created': 'Mon, 6 Jul 2020 23:09:13 GMT'}]",2020-07-08,"[[""O'Briain"", 'Teaghan', ''], ['Ting', 'Yuan-Sen', ''], ['Fabbro', 'Sébastien', ''], ['Yi', 'Kwang M.', ''], ['Venn', 'Kim', ''], ['Bialek', 'Spencer', '']]"
2007.07045,Yerra Bharat Kumar,"Yerra Bharat Kumar, Bacham E. Reddy, Simon W. Campbell, Sunayana
  Maben, Gang Zhao, Yuan-Sen Ting",Discovery of ubiquitous lithium production in low-mass stars,"17 pages, 7 figures",,10.1038/s41550-020-1139-7,,astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The vast majority of stars with mass similar to the Sun are expected to only
destroy lithium over the course of their lives, via low-temperature nuclear
burning. This has now been supported by observations of hundreds of thousands
of red giant stars (Brown et al. 1989, Kumar et al. 2011, Deepak et al. 2019,
Singh et al. 2019, Casey et al. 2019). Here we perform the first large-scale
systematic investigation into the Li content of stars in the red clump phase of
evolution, which directly follows the red giant branch phase. Surprisingly we
find that all red clump stars have high levels of lithium for their
evolutionary stage. On average the lithium content increases by a factor of 40
after the end of the red giant branch stage. This suggests that all low-mass
stars undergo a lithium production phase between the tip of the red giant
branch and the red clump. We demonstrate that our finding is not predicted by
stellar theory, revealing a stark tension between observations and models. We
also show that the heavily studied (Brown et al. 1989, Reddy et al. 2005, Kumar
et al. 2011, Singh et al. 2019, Casey et al. 2019) very Li-rich giants, with
A(Li) $> +1.5$ dex, represent only the extreme tail of the lithium enhancement
distribution, comprising 3% of red clump stars. Our findings suggest a new
definition limit for Li-richness in red clump stars, A(Li) $> -0.9$ dex, which
is much lower than the limit of A(Li) $> +1.5$ dex used over many decades
(Brown et al. 1989, Castilho et al. 1995, Reddy et al. 2005, Carlberg et al.
2016, Casey et al. 2019, Holanda et al. 2020).
","[{'version': 'v1', 'created': 'Tue, 14 Jul 2020 14:11:47 GMT'}]",2020-07-15,"[['Kumar', 'Yerra Bharat', ''], ['Reddy', 'Bacham E.', ''], ['Campbell', 'Simon W.', ''], ['Maben', 'Sunayana', ''], ['Zhao', 'Gang', ''], ['Ting', 'Yuan-Sen', '']]"
