id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions,update_date,authors_parsed
1801.08140,Freeke van de Voort,"Freeke van de Voort (1, 2, 3, 4), Timothy A. Davis (5), Satoki
  Matsushita (2), Kate Rowlands (6), Stanislav S. Shabala (7), James R. Allison
  (8, 9), Yuan-Sen Ting (10, 11, 12), Anne E. Sansom (13), Paul P. van der Werf
  (14) ((1) HITS (2) ASIAA (3) UC Berkeley (4) Yale (5) Cardiff (6) Johns
  Hopkins (7) Tasmania (8) Sydney (9) ASTRO 3D (10) IAS (11) Princeton (12)
  Carnegie (13) Central Lancashire (14) Leiden)","An ALMA view of star formation efficiency suppression in early-type
  galaxies after gas-rich minor mergers",Accepted for publication in MNRAS,"MNRAS, 2018, Volume 476, Issue 1, p.122-132",10.1093/mnras/sty228,,astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Gas-rich minor mergers contribute significantly to the gas reservoir of
early-type galaxies (ETGs) at low redshift, yet the star formation efficiency
(SFE; the star formation rate divided by the molecular gas mass) appears to be
strongly suppressed following some of these events, in contrast to the more
well-known merger-driven starbursts. We present observations with the Atacama
Large Millimeter/submillimeter Array (ALMA) of six ETGs, which have each
recently undergone a gas-rich minor merger, as evidenced by their disturbed
stellar morphologies. These galaxies were selected because they exhibit
extremely low SFEs. We use the resolving power of ALMA to study the morphology
and kinematics of the molecular gas. The majority of our galaxies exhibit
spatial and kinematical irregularities, such as detached gas clouds, warps, and
other asymmetries. These asymmetries support the interpretation that the
suppression of the SFE is caused by dynamical effects stabilizing the gas
against gravitational collapse. Through kinematic modelling we derive high
velocity dispersions and Toomre Q stability parameters for the gas, but caution
that such measurements in edge-on galaxies suffer from degeneracies. We
estimate merger ages to be about 100~Myr based on the observed disturbances in
the gas distribution. Furthermore, we determine that these galaxies lie, on
average, two orders of magnitude below the Kennicutt-Schmidt relation for
star-forming galaxies as well as below the relation for relaxed ETGs. We
discuss potential dynamical processes responsible for this strong suppression
of star formation surface density at fixed molecular gas surface density.
","[{'version': 'v1', 'created': 'Wed, 24 Jan 2018 19:00:01 GMT'}]",2018-03-06,"[['van de Voort', 'Freeke', ''], ['Davis', 'Timothy A.', ''], ['Matsushita', 'Satoki', ''], ['Rowlands', 'Kate', ''], ['Shabala', 'Stanislav S.', ''], ['Allison', 'James R.', ''], ['Ting', 'Yuan-Sen', ''], ['Sansom', 'Anne E.', ''], ['van der Werf', 'Paul P.', '']]"
1802.02924,Alice C. Quillen,"Alice C. Quillen, Gayandhi De Silva, Sanjib Sharma, Michael Hayden,
  Ken Freeman, Joss Bland-Hawthorn, Maru\v{s}a \v{Z}erjal, Martin Asplund, Sven
  Buder, Valentina D'Orazi, Ly Duong, Janez Kos, Jane Lin, Karin Lind, Sarah
  Martell, Katharine Schlesinger, Jeffrey D. Simpson, Daniel B. Zucker, Tomaz
  Zwitter, Borja Anguiano, Daniela Carollo, Luca Casagrande, Klemen Cotar,
  Peter L. Cottrell, Michael Ireland, Prajwal R. Kafle, Jonathan Horner,
  Geraint F. Lewis, David M. Nataf, Yuan-Sen Ting, Fred Watson, Rob Wittenmyer,
  Rosemary Wyse","The GALAH Survey: Stellar streams and how stellar velocity distributions
  vary with Galactic longitude, hemisphere and metallicity",accepted for publication in MNRAS,,10.1093/mnras/sty865,,astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Using GALAH survey data of nearby stars, we look at how structure in the
planar (u,v) velocity distribution depends on metallicity and on viewing
direction within the Galaxy. In nearby stars, with distance d < 1 kpc, the
Hercules stream is most strongly seen in higher metallicity stars [Fe/H] > 0.2.
The Hercules stream peak v value depends on viewed galactic longitude, which we
interpret as due to the gap between the stellar stream and more circular orbits
being associated with a specific angular momentum value of about 1640 km/s kpc.
The association of the gap with a particular angular momentum value supports a
bar resonant model for the Hercules stream.
  Moving groups previously identified in Hipparcos observations are easiest to
see in stars nearer than 250 pc, and their visibility and peak velocities in
the velocity distributions depends on both viewing direction (galactic
longitude and hemisphere) and metallicity. We infer that there is fine
structure in local velocity distributions that varies over distances of a few
hundred pc in the Galaxy.
","[{'version': 'v1', 'created': 'Thu, 8 Feb 2018 15:35:43 GMT'}, {'version': 'v2', 'created': 'Wed, 4 Apr 2018 09:03:08 GMT'}]",2018-04-25,"[['Quillen', 'Alice C.', ''], ['De Silva', 'Gayandhi', ''], ['Sharma', 'Sanjib', ''], ['Hayden', 'Michael', ''], ['Freeman', 'Ken', ''], ['Bland-Hawthorn', 'Joss', ''], ['Žerjal', 'Maruša', ''], ['Asplund', 'Martin', ''], ['Buder', 'Sven', ''], [""D'Orazi"", 'Valentina', ''], ['Duong', 'Ly', ''], ['Kos', 'Janez', ''], ['Lin', 'Jane', ''], ['Lind', 'Karin', ''], ['Martell', 'Sarah', ''], ['Schlesinger', 'Katharine', ''], ['Simpson', 'Jeffrey D.', ''], ['Zucker', 'Daniel B.', ''], ['Zwitter', 'Tomaz', ''], ['Anguiano', 'Borja', ''], ['Carollo', 'Daniela', ''], ['Casagrande', 'Luca', ''], ['Cotar', 'Klemen', ''], ['Cottrell', 'Peter L.', ''], ['Ireland', 'Michael', ''], ['Kafle', 'Prajwal R.', ''], ['Horner', 'Jonathan', ''], ['Lewis', 'Geraint F.', ''], ['Nataf', 'David M.', ''], ['Ting', 'Yuan-Sen', ''], ['Watson', 'Fred', ''], ['Wittenmyer', 'Rob', ''], ['Wyse', 'Rosemary', '']]"
1803.06650,Yuan-Sen Ting Dr.,"Yuan-Sen Ting, Keith Hawkins, Hans-Walter Rix","A large and pristine sample of standard candles across the Milky Way:
  ~100,000 red clump stars with 3% contamination","7 pages, 4 figures, 2 table, (Accepted for publication- 2018 April
  17)",,10.3847/2041-8213/aabf8e,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Core helium-burning red clump (RC) stars are excellent standard candles in
the Milky Way. These stars may have more precise distance estimates from
spectrophotometry than from Gaia parallaxes beyond 3 kpc. However, RC stars
have $T_{\rm eff}$ and log g very similar to some red giant branch (RGB) stars.
Especially for low-resolution spectroscopic studies where $T_{\rm eff}$, log g,
and [Fe/H] can only be estimated with limited precision, separating RC stars
from RGB through established method can incur ~20% contamination. Recently,
Hawkins et al. (2018) demonstrated that the additional information in
single-epoch spectra, such as the C/N ratio, can be exploited to cleanly
differentiate RC and RGB stars. In this second paper of the series, we
establish a data-driven mapping from spectral flux space to independently
determined asteroseismic parameters, the frequency and the period spacing. From
this, we identify 210,371 RC stars from the publicly available LAMOST DR3 and
APOGEE DR14 data, with ~9% of contamination. We provide an RC sample of 92,249
stars with a contamination of only ~3%, by restricting the combined analysis to
LAMOST stars with ${\rm S/N}_{\rm pix}$ > 75. This demonstrates that high-S/N,
low-resolution spectra covering a broad wavelength range can identify RC
samples at least as pristine as their high-resolution counterparts. As coming
and ongoing surveys such as TESS, DESI, and LAMOST will continue to improve the
overlapping training spectroscopic-asteroseismic sample, the method presented
in this study provides an efficient and straightforward way to derive a vast
yet pristine RC stars to reveal the 3D structure of the Milky Way.
","[{'version': 'v1', 'created': 'Sun, 18 Mar 2018 11:59:13 GMT'}, {'version': 'v2', 'created': 'Fri, 6 Apr 2018 16:28:47 GMT'}, {'version': 'v3', 'created': 'Wed, 18 Apr 2018 20:45:39 GMT'}]",2018-05-16,"[['Ting', 'Yuan-Sen', ''], ['Hawkins', 'Keith', ''], ['Rix', 'Hans-Walter', '']]"
1803.10875,Jinyinhg Lin,"Jane Lin, Aaron Dotter, Yuan-Sen Ting and Martin Asplund","Stellar ages and masses in the solar neighbourhood: Bayesian analysis
  using spectroscopy and Gaia DR1 parallaxes","11 pages, 7 figures",2018MNRAS.tmp..697L,10.1093/mnras/sty709,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present a Bayesian implementation of isochrone fitting in deriving stellar
ages and masses, incorporating absolute K magnitude ($\rm M_K$) derived from
2MASS photometry and Gaia DR1 parallax and differentiation between initial bulk
metallicity and present day surface metallicity, with allowance for
incorporating further constraints (e.g., asteroseismology) when available. As a
test, we re-computed stellar ages and masses of $\sim 4000$ stars in the solar
neighbourhood from six well-studied literature samples using both Hipparcos and
TGAS parallaxes. Our ages are found to be compatible with literature values but
with reduced uncertainties in general. The inclusion of parallax-based $\rm
M_K$ serves as an additional constraint on the derived quantities, especially
when systematic errors in stellar parameters are underestimated. We
reconstructed the age-metallicity relationship in the solar neighbourhood by
re-analysing the Geneva-Copenhagen Survey with the inclusion of TGAS-parallaxes
and initial bulk metallicity sampling. We found a flat trend for disk stars
with ages $<$11\,Gyr but with smaller scatter at all ages compared to
literature.
","[{'version': 'v1', 'created': 'Wed, 28 Mar 2018 23:08:59 GMT'}]",2018-03-30,"[['Lin', 'Jane', ''], ['Dotter', 'Aaron', ''], ['Ting', 'Yuan-Sen', ''], ['Asplund', 'Martin', '']]"
1804.01530,Yuan-Sen Ting Dr.,"Yuan-Sen Ting, Charlie Conroy, Hans-Walter Rix, Phillip Cargile",The Payne: self-consistent ab initio fitting of stellar spectra,"22 pages, 17 figures, 2 tables, ApJ (Accepted for publication- 2019
  May 11)",,10.3847/1538-4357/ab2331,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present The Payne, a general method for the precise and simultaneous
determination of numerous stellar labels from observed spectra, based on
fitting physical spectral models. The Payne combines a number of important
methodological aspects: it exploits the information from much of the available
spectral range; it fits all labels (stellar parameters and element abundances)
simultaneously; it uses spectral models, where the atmosphere structure and the
radiative transport are consistently calculated to reflect the stellar labels.
At its core The Payne has an approach to accurate and precise interpolation and
prediction of the spectrum in high-dimensional label-space, which is flexible
and robust, yet based on only a moderate number of ab initio models (O(1000)
for 25 labels). With a simple neural-net-like functional form and a suitable
choice of training labels, this interpolation yields a spectral flux prediction
good to $10^{-3}$ rms across a wide range of $T_{\rm eff}$ and log g (including
dwarfs and giants). We illustrate the power of this approach by applying it to
the APOGEE DR14 data set, drawing on Kurucz models with recently improved line
lists: without recalibration, we obtain physically sensible stellar parameters
as well as 15 element abundances that appear to be more precise than the
published APOGEE DR14 values. In short, The Payne is an approach that for the
first time combines all these key ingredients, necessary for progress towards
optimal modelling of survey spectra; and it leads to both precise and accurate
estimates of stellar labels, based on physical models and without
re-calibration. Both the codes and catalog are made publicly available online.
","[{'version': 'v1', 'created': 'Wed, 4 Apr 2018 18:00:00 GMT'}, {'version': 'v2', 'created': 'Fri, 6 Apr 2018 16:30:30 GMT'}, {'version': 'v3', 'created': 'Sat, 11 May 2019 16:39:26 GMT'}]",2019-07-17,"[['Ting', 'Yuan-Sen', ''], ['Conroy', 'Charlie', ''], ['Rix', 'Hans-Walter', ''], ['Cargile', 'Phillip', '']]"
1804.05851,Janez Kos,"Janez Kos, Joss Bland-Hawthorn, Christopher H. Betters, Sergio
  Leon-Saval, Martin Asplund, Sven Buder, Andrew R. Casey, Valentina D'Orazi,
  Gayandhi de Silva, Ken Freeman, Geraint Lewis, Jane Lin, Sarah L. Martell,
  Katharine Schlesinger, Sanjib Sharma, Jeffrey D. Simpson, Daniel Zucker,
  Toma\v{z} Zwitter, Michael Hayden, David M. Nataf, Yuan-Sen Ting","Holistic spectroscopy: Complete reconstruction of a wide-field,
  multi-object spectroscopic image using a photonic comb",Submitted to MNRAS,,10.1093/mnras/sty2175,,astro-ph.IM astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  The primary goal of Galactic archaeology is to learn about the origin of the
Milky Way from the detailed chemistry and kinematics of millions of stars.
Wide-field multi-fibre spectrographs are increasingly used to obtain spectral
information for huge samples of stars. Some surveys (e.g. GALAH) are attempting
to measure up to 30 separate elements per star. Stellar abundance spectroscopy
is a subtle art that requires a very high degree of spectral uniformity across
each of the fibres. However wide-field spectrographs are notoriously
non-uniform due to the fast output optics necessary to image many fibre outputs
onto the detector. We show that precise spectroscopy is possible with such
instruments across all fibres by employing a photonic comb -- a device that
produces uniformly spaced spots of light on the CCD to precisely map complex
aberrations. Aberrations are parametrized by a set of orthogonal moments with
$\sim100$ independent parameters. We then reproduce the observed image by
convolving high resolution spectral templates with measured aberrations as
opposed to extracting the spectra from the observed image. Such a forward
modeling approach also trivializes some spectroscopic reduction problems like
fibre cross-talk, and reliably extracts spectra with a resolution $\sim2.3$
times above the nominal resolution of the instrument. Our rigorous treatment of
optical aberrations also encourages a less conservative spectrograph design in
the future.
","[{'version': 'v1', 'created': 'Mon, 16 Apr 2018 18:00:02 GMT'}]",2018-08-22,"[['Kos', 'Janez', ''], ['Bland-Hawthorn', 'Joss', ''], ['Betters', 'Christopher H.', ''], ['Leon-Saval', 'Sergio', ''], ['Asplund', 'Martin', ''], ['Buder', 'Sven', ''], ['Casey', 'Andrew R.', ''], [""D'Orazi"", 'Valentina', ''], ['de Silva', 'Gayandhi', ''], ['Freeman', 'Ken', ''], ['Lewis', 'Geraint', ''], ['Lin', 'Jane', ''], ['Martell', 'Sarah L.', ''], ['Schlesinger', 'Katharine', ''], ['Sharma', 'Sanjib', ''], ['Simpson', 'Jeffrey D.', ''], ['Zucker', 'Daniel', ''], ['Zwitter', 'Tomaž', ''], ['Hayden', 'Michael', ''], ['Nataf', 'David M.', ''], ['Ting', 'Yuan-Sen', '']]"
1804.05894,Jeffrey Simpson,"Jeffrey D. Simpson, Sarah L. Martell, Gary Da Costa, Andrew R. Casey,
  Ken C. Freeman, Jonathan Horner, Yuan-Sen Ting, David M. Nataf, Geraint F.
  Lewis, Melissa K. Ness, Daniel B. Zucker, Peter L. Cottrell, Klemen
  \v{C}otar, Martin Asplund, Joss Bland-Hawthorn, Sven Buder, Valentina
  D'Orazi, Gayandhi M. De Silva, Ly Duong, Janez Kos, Jane Lin, Karin Lind,
  Katharine J. Schlesinger, Sanjib Sharma, Toma\v{z} Zwitter, Prajwal R. Kafle,
  Thomas Nordlander",The GALAH survey: Co-orbiting stars and chemical tagging,"14 pages, 9 figures, submitted to MNRAS. Updated for Gaia DR2 values",,10.1093/mnras/sty3042,,astro-ph.GA astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We present a study using the second data release of the GALAH survey of
stellar parameters and elemental abundances of 15 pairs of stars identified by
Oh et al 2017. They identified these pairs as potentially co-moving pairs using
proper motions and parallaxes from Gaia DR1. We find that 11 very wide (>1.7
pc) pairs of stars do in fact have similar Galactic orbits, while a further
four claimed co-moving pairs are not truly co-orbiting. Eight of the 11
co-orbiting pairs have reliable stellar parameters and abundances, and we find
that three of those are quite similar in their abundance patterns, while five
have significant [Fe/H] differences. For the latter, this indicates that they
could be co-orbiting because of the general dynamical coldness of the thin
disc, or perhaps resonances induced by the Galaxy, rather than a shared
formation site. Stars such as these, wide binaries, debris of past star
formation episodes, and coincidental co-orbiters, are crucial for exploring the
limits of chemical tagging in the Milky Way.
","[{'version': 'v1', 'created': 'Mon, 16 Apr 2018 18:55:31 GMT'}, {'version': 'v2', 'created': 'Tue, 19 Jun 2018 23:50:45 GMT'}]",2018-11-28,"[['Simpson', 'Jeffrey D.', ''], ['Martell', 'Sarah L.', ''], ['Da Costa', 'Gary', ''], ['Casey', 'Andrew R.', ''], ['Freeman', 'Ken C.', ''], ['Horner', 'Jonathan', ''], ['Ting', 'Yuan-Sen', ''], ['Nataf', 'David M.', ''], ['Lewis', 'Geraint F.', ''], ['Ness', 'Melissa K.', ''], ['Zucker', 'Daniel B.', ''], ['Cottrell', 'Peter L.', ''], ['Čotar', 'Klemen', ''], ['Asplund', 'Martin', ''], ['Bland-Hawthorn', 'Joss', ''], ['Buder', 'Sven', ''], [""D'Orazi"", 'Valentina', ''], ['De Silva', 'Gayandhi M.', ''], ['Duong', 'Ly', ''], ['Kos', 'Janez', ''], ['Lin', 'Jane', ''], ['Lind', 'Karin', ''], ['Schlesinger', 'Katharine J.', ''], ['Sharma', 'Sanjib', ''], ['Zwitter', 'Tomaž', ''], ['Kafle', 'Prajwal R.', ''], ['Nordlander', 'Thomas', '']]"
1804.05900,Jeffrey Simpson,"Jeffrey D. Simpson, Dennis Stello, Sanjib Sharma, Yuan-Sen Ting, David
  M. Nataf, Gary Da Costa, Robert A. Wittenmyer, Jonathan Horner, Sarah L.
  Martell, Geraint F. Lewis, Gayandhi M. De Silva, Peter L. Cottrell, Martin
  Asplund, Joss Bland-Hawthorn, Sven Buder, Valentina D'Orazi, Ly Duong, Ken C.
  Freeman, Janez Kos, Jane Lin, Karin Lind, Katharine. J. Schlesinger, Daniel
  B. Zucker, Toma\v{z} Zwitter, Prajwal R. Kafle, Shourya Khanna, Thomas
  Nordlander","The GALAH and TESS-HERMES surveys: high-resolution spectroscopy of
  luminous supergiants in the Magellanic Clouds and Bridge","16 pages, 9 figures, submitted to MNRAS (updated to included missed
  co-author)",,,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  We report the serendipitous observations of 571 luminous supergiants in the
Magellanic Clouds by the spectroscopic GALAH and TESS-HERMES surveys: 434 stars
in the Large Magellanic Cloud and 137 in the Small Magellanic Cloud. We also
find one star that appears associated with structured star formation in the
Magellanic Bridge. Both of these surveys are aimed at the local volume of the
Galaxy but have simple, magnitude-limited selection functions that mean they
include some observations of luminous extra-Galactic stars. The surveys
determine stellar parameter and abundances using The Cannon, a data-driven
generative modelling approach. In this work, we explore the results from The
Cannon when it is fed the spectra of these intrinsically luminous supergiants
in the Magellanic Clouds, which are well outside the normal bounds of The
Cannon's training set. We find that, although the parameters are
astrophysically incorrect, the $v\sin i$ and the abundances of lithium, barium,
and magnesium are excellent discriminants of these stars. It shows that in the
future, with an expanded training set, it should be possible to determine
accurate values for these types of stars.
","[{'version': 'v1', 'created': 'Mon, 16 Apr 2018 19:17:15 GMT'}, {'version': 'v2', 'created': 'Thu, 19 Apr 2018 23:33:43 GMT'}]",2018-04-23,"[['Simpson', 'Jeffrey D.', ''], ['Stello', 'Dennis', ''], ['Sharma', 'Sanjib', ''], ['Ting', 'Yuan-Sen', ''], ['Nataf', 'David M.', ''], ['Da Costa', 'Gary', ''], ['Wittenmyer', 'Robert A.', ''], ['Horner', 'Jonathan', ''], ['Martell', 'Sarah L.', ''], ['Lewis', 'Geraint F.', ''], ['De Silva', 'Gayandhi M.', ''], ['Cottrell', 'Peter L.', ''], ['Asplund', 'Martin', ''], ['Bland-Hawthorn', 'Joss', ''], ['Buder', 'Sven', ''], [""D'Orazi"", 'Valentina', ''], ['Duong', 'Ly', ''], ['Freeman', 'Ken C.', ''], ['Kos', 'Janez', ''], ['Lin', 'Jane', ''], ['Lind', 'Karin', ''], ['Schlesinger', 'Katharine. J.', ''], ['Zucker', 'Daniel B.', ''], ['Zwitter', 'Tomaž', ''], ['Kafle', 'Prajwal R.', ''], ['Khanna', 'Shourya', ''], ['Nordlander', 'Thomas', '']]"
1804.06344,Tomaz Zwitter,"Toma\v{z} Zwitter, Janez Kos, Andrea Chiavassa, Sven Buder, Gregor
  Traven, Klemen \v{C}otar, Jane Lin, Martin Asplund, Joss Bland-Hawthorn,
  Andrew R. Casey, Gayandhi De Silva, Ly Duong, Kenneth C. Freeman, Karin Lind,
  Sarah Martell, Valentina D'Orazi, Katharine J. Schlesinger, Jeffrey D.
  Simpson, Sanjib Sharma, Daniel B. Zucker, Borja Anguiano, Luca Casagrande,
  Remo Collet, Jonathan Horner, Michael J. Ireland, Prajwal R. Kafle, Geraint
  Lewis, Ulisse Munari, David M. Nataf, Melissa Ness, Thomas Nordlander, Dennis
  Stello, Yuan-Sen Ting, Chris G. Tinney, Fred Watson, Rob A. Wittenmyer,
  Maru\v{s}a \v{Z}erjal","The GALAH Survey: Accurate Radial Velocities and Library of Observed
  Stellar Template Spectra","Accepted to MNRAS, compared to the initial submission it now reports
  radial velocities for more stars (336,215 instead of 199,628) and all radial
  velocities have been recalculated",2018MNRAS.481..645Z,10.1093/mnras/sty2293,,astro-ph.SR astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  GALAH is a large-scale magnitude-limited southern stellar spectroscopic
survey. Its second data release (GALAH DR2) provides values of stellar
parameters and abundances of 23 elements for 342,682 stars (Buder et al.). Here
we add a description of the public release of radial velocities with a typical
accuracy of 0.1 km/s for 336,215 of these stars, achievable due to the large
wavelength coverage, high resolving power and good signal to noise ratio of the
observed spectra, but also because convective motions in stellar atmosphere and
gravitational redshift from the star to the observer are taken into account. In
the process we derive medians of observed spectra which are nearly noiseless,
as they are obtained from between 100 and 1116 observed spectra belonging to
the same bin with a width of 50 K in temperature, 0.2 dex in gravity, and 0.1
dex in metallicity. Publicly released 1181 median spectra have a resolving
power of 28,000 and trace the well-populated stellar types with metallicities
between -0.6 and +0.3. Note that radial velocities from GALAH are an excellent
match to the accuracy of velocity components along the sky plane derived by
Gaia for the same stars. The level of accuracy achieved here is adequate for
studies of dynamics within stellar clusters, associations and streams in the
Galaxy. So it may be relevant for studies of the distribution of dark matter.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2018 16:13:19 GMT'}, {'version': 'v2', 'created': 'Thu, 6 Sep 2018 05:20:31 GMT'}]",2018-09-13,"[['Zwitter', 'Tomaž', ''], ['Kos', 'Janez', ''], ['Chiavassa', 'Andrea', ''], ['Buder', 'Sven', ''], ['Traven', 'Gregor', ''], ['Čotar', 'Klemen', ''], ['Lin', 'Jane', ''], ['Asplund', 'Martin', ''], ['Bland-Hawthorn', 'Joss', ''], ['Casey', 'Andrew R.', ''], ['De Silva', 'Gayandhi', ''], ['Duong', 'Ly', ''], ['Freeman', 'Kenneth C.', ''], ['Lind', 'Karin', ''], ['Martell', 'Sarah', ''], [""D'Orazi"", 'Valentina', ''], ['Schlesinger', 'Katharine J.', ''], ['Simpson', 'Jeffrey D.', ''], ['Sharma', 'Sanjib', ''], ['Zucker', 'Daniel B.', ''], ['Anguiano', 'Borja', ''], ['Casagrande', 'Luca', ''], ['Collet', 'Remo', ''], ['Horner', 'Jonathan', ''], ['Ireland', 'Michael J.', ''], ['Kafle', 'Prajwal R.', ''], ['Lewis', 'Geraint', ''], ['Munari', 'Ulisse', ''], ['Nataf', 'David M.', ''], ['Ness', 'Melissa', ''], ['Nordlander', 'Thomas', ''], ['Stello', 'Dennis', ''], ['Ting', 'Yuan-Sen', ''], ['Tinney', 'Chris G.', ''], ['Watson', 'Fred', ''], ['Wittenmyer', 'Rob A.', ''], ['Žerjal', 'Maruša', '']]"
1804.06394,Karin Lind,"Xudong Gao, Karin Lind, Anish M. Amarsi, Sven Buder, Aaron Dotter,
  Thomas Nordlander, Martin Asplund, Joss Bland-Hawthorn, Gayandhi M. De Silva,
  Valentina D'Orazi, Ly Duong, Ken C. Freeman, Janez Kos, Geraint F. Lewis,
  Jane Lin, Sarah L. Martell, Katharine. J. Schlesinger, Sanjib Sharma, Jeffrey
  D. Simpson, Daniel B. Zucker, Tomaz Zwitter, Gary Da Costa, Borja Anguiano,
  Jonathan Horner, Elaina A. Hyde, Prajwal R. Kafle, David M. Nataf, Warren
  Reid, Dennis Stello, Yuan-Sen Ting and the GALAH collaboration","The GALAH Survey: Verifying abundance trends in the open cluster M67
  using non-LTE spectroscopy","14 pages, 10 figures; resubmitted to MNRAS",,10.1093/mnras/sty2414,,astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"  Open cluster members are coeval and share the same initial bulk chemical
compositions. Consequently, differences in surface abundances between members
of a cluster that are at different evolutionary stages can be used to study the
effects of mixing and internal chemical processing. We carry out an abundance
analysis of seven elements (Li, O, Na, Mg, Al, Si, Fe) in 66 stars belonging to
the open cluster M67, based on high resolution GALAH spectra, 1D MARCS model
atmospheres, and, for the first time for a large sample of M67 stars, non-local
thermodynamic equilibrium (non-LTE) radiative transfer. From the non-LTE
analysis, we find a typical star-to-star scatter in the abundance ratios of
around 0.05 dex; this scatter is slightly but systematically larger when LTE is
assumed instead. We find trends in the abundance ratios with effective
temperature, indicating systematic differences in the surface abundances
between turn-off and giant stars; these trends are more pronounced when LTE is
assumed. However, in the non-LTE analysis, most of the element trends have been
flattened. Two species are exceptions to this behaviour, namely Al and Si,
which both clearly display remaining trends in the non-LTE analysis. We comment
on the possible origin of these trends, by comparing them with recent stellar
models that include atomic diffusion.
","[{'version': 'v1', 'created': 'Tue, 17 Apr 2018 17:39:33 GMT'}, {'version': 'v2', 'created': 'Thu, 23 Aug 2018 07:23:12 GMT'}]",2018-09-12,"[['Gao', 'Xudong', ''], ['Lind', 'Karin', ''], ['Amarsi', 'Anish M.', ''], ['Buder', 'Sven', ''], ['Dotter', 'Aaron', ''], ['Nordlander', 'Thomas', ''], ['Asplund', 'Martin', ''], ['Bland-Hawthorn', 'Joss', ''], ['De Silva', 'Gayandhi M.', ''], [""D'Orazi"", 'Valentina', ''], ['Duong', 'Ly', ''], ['Freeman', 'Ken C.', ''], ['Kos', 'Janez', ''], ['Lewis', 'Geraint F.', ''], ['Lin', 'Jane', ''], ['Martell', 'Sarah L.', ''], ['Schlesinger', 'Katharine. J.', ''], ['Sharma', 'Sanjib', ''], ['Simpson', 'Jeffrey D.', ''], ['Zucker', 'Daniel B.', ''], ['Zwitter', 'Tomaz', ''], ['Da Costa', 'Gary', ''], ['Anguiano', 'Borja', ''], ['Horner', 'Jonathan', ''], ['Hyde', 'Elaina A.', ''], ['Kafle', 'Prajwal R.', ''], ['Nataf', 'David M.', ''], ['Reid', 'Warren', ''], ['Stello', 'Dennis', ''], ['Ting', 'Yuan-Sen', ''], ['collaboration', 'the GALAH', '']]"
